1.060496696025964303e+00,-1.212593073982456832e-01,1.812390540862828026e+00,3.357402820261370935e-01,6.055130258173968549e-01,1.179471735487144679e+00,-1.159093219088817461e+00,3.801824572645847167e-01,1.186310356117474818e+00,1.849989648188966829e+00,1.780292026886688417e+00,-1.134993573433785014e-01,2.175244701553999960e+00,4.833130347404983596e-01,1.632682933710700723e+00,-4.227505685465893781e-01,-1.273650215522315721e+00,9.074076537145008281e-01,2.741343449593197423e+00,-7.181067329826417156e-01,-2.076301679888081786e-02,-2.508936414678129001e+00,-5.211007313626524473e-01,-1.868374126461101792e+00,2.653788055661857381e+00,4.267422392609264148e-01,-7.618681953408752427e-01,5.626536217878851387e-01,2.930651814100845520e+00,1.402453083575553039e-01
4.073188345964240398e-01,-6.014411129753193253e-01,-1.330233331039057054e+00,-4.126574258740501877e-01,2.128259858323473530e+00,-6.664540135530113707e-01,2.326386946171518991e-02,1.259997213807522609e+00,-9.568528895827295155e-01,2.096279372465206237e-01,-3.607919301350556718e-01,-1.076157175689155254e+00,1.006865576725968492e-01,-1.945485594464661849e+00,1.954293647167385295e+00,-1.801616590848013733e+00,-1.377051711079549379e-01,6.973828557856031063e-01,-1.695385528029220934e+00,5.015248240317405903e-01,-2.158887758904593501e-01,1.407434403662142008e+00,4.814974485217463074e-01,-6.590842865159345365e-01,1.252220151510607504e+00,1.846913673051854277e+00,-3.110994948818295303e+00,-6.383971209093902699e-01,-1.551586913209350049e+00,-4.366476583976990344e-01
5.344670092554386631e-01,-1.087586960624133292e+00,8.053602299142056387e-01,-2.938088935511876443e+00,5.629292559939790275e-01,7.995161489753367656e-02,1.165036363138120201e+00,1.920711347370282485e-02,1.159860388147728516e+00,-1.629791730296061170e+00,2.718406976524937235e+00,-3.498899305182688657e+00,-1.632475771648536078e+00,-1.534921857460034511e+00,1.669227772009610200e-01,-8.818123956506439265e-02,-5.473082429213095290e-01,-7.274685197463929276e-01,-2.216544079961269009e+00,5.124843634655047442e-01,-2.712788964142894277e-01,-1.458323205103086440e-01,8.485737674542487285e-01,-6.348975632580694528e-01,1.706011330564982886e+00,5.300036122701166086e-01,5.135876395376829384e-01,-1.237057509062501115e+00,1.386117055030081202e+00,-1.671188759533162038e-01
1.186820459921777982e+00,-7.664493760418460422e-01,-1.534758096819196727e+00,3.777660821096802124e-01,3.166617892224858011e+00,1.110427562199692186e+00,1.223586066881950929e+00,-6.907700899073583312e-01,2.797587549205753921e-01,-1.003575097470548183e+00,4.197317973251590839e-01,4.083994986130952687e-01,5.937009221452694829e-01,-3.368678391273114414e-01,1.059294316270994463e+00,-5.858025278958497450e-01,-9.089039820551116922e-01,5.204150054814309367e-01,1.478917418760145708e+00,-3.587591563486636770e-01,1.387074465856191097e+00,-7.808739731259412009e-01,-6.951167009569760857e-01,-1.159856167930396698e+00,2.164316582315803927e-01,-3.019397734214853690e-01,-3.366882862095667006e-01,8.215913032068137278e-01,-5.269459152234847732e-01,-2.054262905949813423e+00
7.354966175923793870e-01,-4.883709165312036804e-01,6.852896532192442880e-01,2.812015355154977581e+00,2.410933680231116760e+00,1.047478762921299600e+00,2.589971484149614422e+00,-1.991916527624933320e+00,-4.458962902127185934e-01,3.532090960685901893e-02,2.198288850526122662e+00,-1.577655284269631197e+00,-5.831947908026108296e-01,8.747958621832253590e-01,7.114341735109856735e-02,-6.356344358008049200e-01,5.957141847934328549e-01,-1.535027152166491549e+00,-1.662151758139122526e+00,-6.653836490370054202e-01,-2.152546551473140113e-01,4.443682887133306170e-01,4.411698045345848751e-01,1.608657061757543250e-01,-2.242663225008808325e+00,1.206491591940383357e+00,-1.227853701211596649e+00,-4.480802150809290452e-01,8.990842409208943398e-01,2.382924120210568208e+00
-3.920995141176724985e+00,8.636616954100773125e-01,-2.513950796959272260e-01,-1.828648081837659811e+00,6.406927755574899352e-01,2.658925011053546728e-01,-5.158772983289297565e-02,-4.380647883509981577e-01,-7.533157124700088358e-01,-2.843774714661368552e+00,7.476477227957022409e-01,1.036361505664599170e+00,-8.948337663604535308e-01,-2.966927667082686071e+00,6.791472164632291753e-01,-6.583287384930320840e-01,-1.168066170360480882e+00,-1.471042571434749036e+00,-2.223090484423029256e+00,1.086645329551400030e+00,8.365773582146125431e-01,-1.396421171981907072e+00,1.218126935169606684e-01,5.127869092443543275e-01,1.790492908217467427e+00,-1.886891902535619003e+00,9.532091220136492682e-01,4.573467950061179121e-01,-1.484400763488537001e+00,1.611605964257027068e+00
5.885418832018022295e-01,-2.017806440723271422e+00,1.073277703452510945e+00,-1.390255904587723634e+00,-3.868474574125729815e-01,-1.911252401350061747e-01,1.409527206015000374e-02,-9.955498770459546565e-01,2.260499815739751561e+00,-7.306915537554465878e-01,-1.614655727673374841e+00,1.220218307552381809e+00,2.564296285931691788e+00,3.976677678590483378e-01,-1.943509965901765835e+00,-1.548972189017785994e-01,2.618911125886529134e-02,-8.431635978162178580e-01,-1.593795209930941814e+00,-1.572410964840233349e+00,9.940690971488514993e-01,3.149682026013985947e+00,-1.156576694774822611e+00,2.231381415323369310e+00,1.347504897847791261e+00,-5.178617917129378911e-01,-2.440761840432426055e-01,-2.892374558449602451e-01,-1.258876265400747041e+00,1.302075304751264095e+00
-7.280402784287013374e-01,-1.358249920668595179e+00,1.202020818568254823e+00,-3.569397083887037025e-01,-2.379670318999106193e+00,1.770535973486176140e-01,-6.341499754463940652e-01,-3.344838931757695200e+00,1.009712555170579895e+00,-2.089374717660382075e+00,2.469650430620362047e-01,5.584416957344900956e-01,-2.146817235659934209e+00,1.468210083286567658e+00,-7.650567852847912631e-01,1.444972743077094002e+00,1.038801513375069874e+00,-3.730626224365937715e-01,-1.578323611076440258e+00,-2.519572146169389626e+00,-9.270089998424997368e-01,2.916790007348436520e-01,4.619062553589562969e-01,-2.295439416852492476e-01,-2.426164767638593900e-01,-1.600883410658693884e-01,-6.743727694220791324e-01,-6.816232794120916649e-01,1.707548816140290193e-01,3.054214144115181995e+00
-1.615833494730755993e+00,6.003210043141599117e-01,-2.394938828235973760e-01,1.241099647616707102e+00,-1.293936307712126643e+00,-9.462704593651034557e-01,-1.534985380818000567e-01,6.088979204408224710e-01,-2.199534398226360210e+00,-6.318319100567845181e-01,5.762679364075926070e-02,-4.293865546137571876e-01,-5.780706535500972354e-01,9.756031355883690859e-01,8.384667510097056908e-01,-1.101394454560311043e-01,-1.255832021013450817e+00,4.011640396588415092e-01,-1.883349150350951628e+00,2.317340682704682298e+00,2.174851533737483411e+00,-6.439709765549633813e-01,2.221706800806022120e+00,6.978754416061906385e-01,1.099547673192630359e+00,-1.416848051932783736e+00,-5.457381115892870338e-02,-1.637592273759610917e+00,2.106028746638278548e+00,7.741405093349326139e-01
3.682425878089940485e-01,3.002952390627359414e+00,-1.490741700435281647e+00,-1.522955149518381290e+00,4.091208069316335516e-01,-1.833148053551848067e+00,2.497782252665082137e+00,-1.640917164962666153e+00,-2.449885243657004885e+00,-1.467954065984623968e+00,-1.793155718600130788e+00,-1.391385333403996061e+00,2.048812221128502864e-01,-9.865165399747055641e-01,1.114258464837209806e+00,1.638848981414993800e+00,-1.104191189201324974e+00,5.214417211400668162e-01,7.993152835523977817e-01,2.288578228849445784e-01,1.906584359265372841e+00,-2.208745754372817505e+00,2.048565559429916583e+00,1.511529419862607471e+00,-4.279201850751924163e-01,-2.117629006761404309e+00,-1.021606939131811442e+00,1.067144009385894599e+00,2.605609993518525624e-01,1.257669346146473854e+00
